timestamp,eye_gaze_angle,audio_db
2023-12-01 08:00:00,2.560857332434216,36.55378068736294
2023-12-01 08:00:01,10.177137242258082,39.102627416317546
2023-12-01 08:00:02,5.761713881412982,31.228565474042142
2023-12-01 08:00:03,9.787105130461477,34.05140498216774
2023-12-01 08:00:04,4.572665004032743,35.24501780709219
2023-12-01 08:00:05,7.471741383585448,43.6857113624423
2023-12-01 08:00:06,7.148505177779887,32.75416315296226
2023-12-01 08:00:07,9.192380438945744,43.786308455404196
2023-12-01 08:00:08,4.223887616472215,34.09714370209419
2023-12-01 08:00:09,3.524030135361331,39.17713705046296
2023-12-01 08:00:10,7.100892682934569,25.223007683690746
2023-12-01 08:00:11,5.341480147541096,29.85629700406073
2023-12-01 08:00:12,6.470469128686661,33.084385003079184
2023-12-01 08:00:13,2.5573642272870862,36.11745474933999
2023-12-01 08:00:14,2.817325102091199,30.194424205505406
2023-12-01 08:00:15,8.689587872030245,40.17626581003043
2023-12-01 08:00:16,5.413869375634345,32.9296639756093
2023-12-01 08:00:17,5.235291102001067,30.750846954935625
2023-12-01 08:00:18,40.497463059317354,83.85861501157048
2023-12-01 08:00:19,49.63721495843696,70.63834808898994
2023-12-01 08:00:20,4.134546940028377,32.555198004068885
2023-12-01 08:00:21,2.524246810898617,33.25731979279594
2023-12-01 08:00:22,8.457128911264535,38.24634649133267
2023-12-01 08:00:23,5.475304786769811,37.77558945464536
2023-12-01 08:00:24,7.378787262559424,38.48537748304237
2023-12-01 08:00:25,4.971395365259503,31.788715003691447
2023-12-01 08:00:26,7.273762002534802,32.32183867599054
2023-12-01 08:00:27,7.704580912575076,27.595605979539286
2023-12-01 08:00:28,6.036639222153763,36.2208737972236
2023-12-01 08:00:29,8.23519594104788,32.761166617863196
2023-12-01 08:00:30,6.4464449788643385,29.19556438425612
2023-12-01 08:00:31,2.368221308157422,36.99421086437992
2023-12-01 08:00:32,1.6007904699326874,37.84525084807094
2023-12-01 08:00:33,5.6714982418191004,29.353502250489942
2023-12-01 08:00:34,5.3176889575466815,32.1854767941596
2023-12-01 08:00:35,6.992439123295838,28.427368532686167
2023-12-01 08:00:36,6.195532885177453,33.71382851006266
2023-12-01 08:00:37,,
2023-12-01 08:00:38,,
2023-12-01 08:00:39,,
2023-12-01 08:00:40,,
2023-12-01 08:00:41,,
2023-12-01 08:00:42,,
2023-12-01 08:00:43,,
2023-12-01 08:00:44,,
2023-12-01 08:00:45,45.281557285268455,74.25153872267626
2023-12-01 08:00:46,39.56410919827311,64.00987139503276
2023-12-01 08:00:47,38.89745531132074,55.97544113188126
2023-12-01 08:00:48,35.75385630025262,73.75625538557958
2023-12-01 08:00:49,47.75909088661351,62.1053221199801
2023-12-01 08:00:50,38.541814792532534,64.78330856104338
2023-12-01 08:00:51,43.250314827517144,63.94990281194508
2023-12-01 08:00:52,41.986798929290906,70.6200949109484
2023-12-01 08:00:53,43.22032085235107,71.48435369364425
2023-12-01 08:00:54,38.684905534675536,62.9082970424842
2023-12-01 08:00:55,49.00705561885252,57.124376319923726
2023-12-01 08:00:56,46.15775696827682,59.40444643680748
2023-12-01 08:00:57,44.18004482879666,60.84778490818258
2023-12-01 08:00:58,41.98583448854944,65.44725975795073
2023-12-01 08:00:59,52.7481802744345,68.65978119785622
2023-12-01 08:01:00,53.08479152588059,68.8642707484728
2023-12-01 08:01:01,39.928128691003806,58.863681327535026
2023-12-01 08:01:02,43.97766688717314,64.85469690166889
